|intrinsics|ASM|XED_iform|ISA|CPUID|form|ret|op
349|_mm256_srai_epi32|VPSRAD|VPSRAD_YMMqq_YMMqq_IMMb|AVX2|['AVX2']|ymm, ymm, imm8|__m256i|__m256i,int,
350|_mm_srav_epi32|VPSRAVD|VPSRAVD_XMMdq_XMMdq_XMMdq|AVX2|['AVX2']|xmm, xmm, xmm|__m128i|__m128i,__m128i,
351|_mm256_srav_epi32|VPSRAVD|VPSRAVD_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
352|_mm256_srli_si256|VPSRLDQ|VPSRLDQ_YMMqq_YMMqq_IMMb|AVX2|['AVX2']|ymm, ymm, imm8|__m256i|__m256i,const int,
353|_mm256_bsrli_epi128|VPSRLDQ|VPSRLDQ_YMMqq_YMMqq_IMMb|AVX2|['AVX2']|ymm, ymm, imm8|__m256i|__m256i,const int,
354|_mm256_srl_epi16|VPSRLW|VPSRLW_YMMqq_YMMqq_XMMq|AVX2|['AVX2']|ymm, ymm, xmm|__m256i|__m256i,__m128i,
355|_mm256_srli_epi16|VPSRLW|VPSRLW_YMMqq_YMMqq_IMMb|AVX2|['AVX2']|ymm, ymm, imm8|__m256i|__m256i,int,
356|_mm256_srl_epi32|VPSRLD|VPSRLD_YMMqq_YMMqq_XMMq|AVX2|['AVX2']|ymm, ymm, xmm|__m256i|__m256i,__m128i,
357|_mm256_srli_epi32|VPSRLD|VPSRLD_YMMqq_YMMqq_IMMb|AVX2|['AVX2']|ymm, ymm, imm8|__m256i|__m256i,int,
358|_mm256_srl_epi64|VPSRLQ|VPSRLQ_YMMqq_YMMqq_XMMq|AVX2|['AVX2']|ymm, ymm, xmm|__m256i|__m256i,__m128i,
359|_mm256_srli_epi64|VPSRLQ|VPSRLQ_YMMqq_YMMqq_IMMb|AVX2|['AVX2']|ymm, ymm, imm8|__m256i|__m256i,int,
360|_mm_srlv_epi32|VPSRLVD|VPSRLVD_XMMdq_XMMdq_XMMdq|AVX2|['AVX2']|xmm, xmm, xmm|__m128i|__m128i,__m128i,
361|_mm256_srlv_epi32|VPSRLVD|VPSRLVD_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
362|_mm_srlv_epi64|VPSRLVQ|VPSRLVQ_XMMdq_XMMdq_XMMdq|AVX2|['AVX2']|xmm, xmm, xmm|__m128i|__m128i,__m128i,
363|_mm256_srlv_epi64|VPSRLVQ|VPSRLVQ_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
364|_mm256_stream_load_si256|VMOVNTDQA|VMOVNTDQA_YMMqq_MEMqq|AVX2|['AVX2']|ymm, m256|__m256i|__m256i const*,
365|_mm256_sub_epi8|VPSUBB|VPSUBB_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
366|_mm256_sub_epi16|VPSUBW|VPSUBW_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
367|_mm256_sub_epi32|VPSUBD|VPSUBD_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
368|_mm256_sub_epi64|VPSUBQ|VPSUBQ_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
369|_mm256_subs_epi8|VPSUBSB|VPSUBSB_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
370|_mm256_subs_epi16|VPSUBSW|VPSUBSW_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
371|_mm256_subs_epu8|VPSUBUSB|VPSUBUSB_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
372|_mm256_subs_epu16|VPSUBUSW|VPSUBUSW_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
373|_mm256_xor_si256|VPXOR|VPXOR_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
374|_mm256_unpackhi_epi8|VPUNPCKHBW|VPUNPCKHBW_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
375|_mm256_unpackhi_epi16|VPUNPCKHWD|VPUNPCKHWD_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
376|_mm256_unpackhi_epi32|VPUNPCKHDQ|VPUNPCKHDQ_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
377|_mm256_unpackhi_epi64|VPUNPCKHQDQ|VPUNPCKHQDQ_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
378|_mm256_unpacklo_epi8|VPUNPCKLBW|VPUNPCKLBW_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
379|_mm256_unpacklo_epi16|VPUNPCKLWD|VPUNPCKLWD_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
380|_mm256_unpacklo_epi32|VPUNPCKLDQ|VPUNPCKLDQ_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
381|_mm256_unpacklo_epi64|VPUNPCKLQDQ|VPUNPCKLQDQ_YMMqq_YMMqq_YMMqq|AVX2|['AVX2']|ymm, ymm, ymm|__m256i|__m256i,__m256i,
382|_m_from_int64|MOVQ|MOVQ_MMXq_GPR64|MMX|['MMX']|mm, r64|__m64|__int64,
383|_m_to_int64|MOVQ|MOVQ_GPR64_MMXq|MMX|['MMX']|r64, mm|__int64|__m64,
384|_m_empty|EMMS|EMMS|MMX|['MMX']||void|void,
385|_m_from_int|MOVD|MOVD_MMXq_GPR32|MMX|['MMX']|mm, r32|__m64|int,
386|_m_to_int|MOVD|MOVD_GPR32_MMXd|MMX|['MMX']|r32, mm|int|__m64,
387|_m_packsswb|PACKSSWB|PACKSSWB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
388|_m_packssdw|PACKSSDW|PACKSSDW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
389|_m_packuswb|PACKUSWB|PACKUSWB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
390|_m_punpckhbw|PUNPCKHBW|PUNPCKHBW_MMXq_MMXd|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
391|_m_punpckhwd|PUNPCKLBW|PUNPCKLBW_MMXq_MMXd|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
392|_m_punpckhdq|PUNPCKHDQ|PUNPCKHDQ_MMXq_MMXd|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
393|_m_punpcklbw|PUNPCKLBW|PUNPCKLBW_MMXq_MMXd|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
394|_m_punpcklwd|PUNPCKLWD|PUNPCKLWD_MMXq_MMXd|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
395|_m_punpckldq|PUNPCKLDQ|PUNPCKLDQ_MMXq_MMXd|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
396|_m_paddb|PADDB|PADDB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
397|_m_paddw|PADDW|PADDW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
398|_m_paddd|PADDD|PADDD_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
399|_m_paddsb|PADDSB|PADDSB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
400|_m_paddsw|PADDSW|PADDSW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
401|_m_paddusb|PADDUSB|PADDUSB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
402|_m_paddusw|PADDUSW|PADDUSW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
403|_m_psubb|PSUBB|PSUBB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
404|_m_psubw|PSUBW|PSUBW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
405|_m_psubd|PSUBD|PSUBD_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
406|_m_psubsb|PSUBSB|PSUBSB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
407|_m_psubsw|PSUBSW|PSUBSW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
408|_m_psubusb|PSUBUSB|PSUBUSB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
409|_m_psubusw|PSUBUSW|PSUBUSW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
410|_m_pmaddwd|PMADDWD|PMADDWD_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
411|_m_pmulhw|PMULHW|PMULHW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
412|_m_pmullw|PMULLW|PMULLW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
413|_m_psllw|PSLLW|PSLLW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
414|_m_psllwi|PSLLW|PSLLW_MMXq_IMMb|MMX|['MMX']|mm, imm8|__m64|__m64,int,
415|_m_pslld|PSLLD|PSLLD_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
416|_m_pslldi|PSLLD|PSLLD_MMXq_IMMb|MMX|['MMX']|mm, imm8|__m64|__m64,int,
417|_m_psllq|PSLLQ|PSLLQ_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
418|_m_psllqi|PSLLQ|PSLLQ_MMXq_IMMb|MMX|['MMX']|mm, imm8|__m64|__m64,int,
419|_m_psraw|PSRAW|PSRAW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
420|_m_psrawi|PSRAW|PSRAW_MMXq_IMMb|MMX|['MMX']|mm, imm8|__m64|__m64,int,
421|_m_psrad|PSRAD|PSRAD_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
422|_m_psradi|PSRAD|PSRAD_MMXq_IMMb|MMX|['MMX']|mm, imm8|__m64|__m64,int,
423|_m_psrlw|PSRLW|PSRLW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
424|_m_psrlwi|PSRLW|PSRLW_MMXq_IMMb|MMX|['MMX']|mm, imm8|__m64|__m64,int,
425|_m_psrld|PSRLD|PSRLD_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
426|_m_psrldi|PSRLD|PSRLD_MMXq_IMMb|MMX|['MMX']|mm, imm8|__m64|__m64,int,
427|_m_psrlq|PSRLQ|PSRLQ_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
428|_m_psrlqi|PSRLQ|PSRLQ_MMXq_IMMb|MMX|['MMX']|mm, imm8|__m64|__m64,int,
429|_m_pand|PAND|PAND_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
430|_m_pandn|PANDN|PANDN_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
431|_m_por|POR|POR_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
432|_m_pxor|PXOR|PXOR_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
433|_m_pcmpeqb|PCMPEQB|PCMPEQB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
434|_m_pcmpeqw|PCMPEQW|PCMPEQW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
435|_m_pcmpeqd|PCMPEQD|PCMPEQD_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
436|_m_pcmpgtb|PCMPGTB|PCMPGTB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
437|_m_pcmpgtw|PCMPGTW|PCMPGTW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
438|_m_pcmpgtd|PCMPGTD|PCMPGTD_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
439|_mm_empty|EMMS|EMMS|MMX|['MMX']||void|void,
440|_mm_add_pi8|PADDB|PADDB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
441|_mm_add_pi16|PADDW|PADDW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
442|_mm_add_pi32|PADDD|PADDD_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
443|_mm_adds_pi8|PADDSB|PADDSB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
444|_mm_adds_pi16|PADDSW|PADDSW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
445|_mm_adds_pu8|PADDUSB|PADDUSB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
446|_mm_adds_pu16|PADDUSW|PADDUSW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
447|_mm_sub_pi8|PSUBB|PSUBB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
448|_mm_sub_pi16|PSUBW|PSUBW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
449|_mm_sub_pi32|PSUBD|PSUBD_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
450|_mm_subs_pi8|PSUBSB|PSUBSB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
451|_mm_subs_pi16|PSUBSW|PSUBSW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
452|_mm_subs_pu8|PSUBUSB|PSUBUSB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
453|_mm_subs_pu16|PSUBUSW|PSUBUSW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
454|_mm_madd_pi16|PMADDWD|PMADDWD_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
455|_mm_mulhi_pi16|PMULHW|PMULHW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
456|_mm_mullo_pi16|PMULLW|PMULLW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
457|_mm_sll_pi16|PSLLW|PSLLW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
458|_mm_slli_pi16|PSLLW|PSLLW_MMXq_IMMb|MMX|['MMX']|mm, imm8|__m64|__m64,int,
459|_mm_sll_pi32|PSLLD|PSLLD_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
460|_mm_slli_pi32|PSLLD|PSLLD_MMXq_IMMb|MMX|['MMX']|mm, imm8|__m64|__m64,int,
461|_mm_sll_si64|PSLLQ|PSLLQ_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
462|_mm_slli_si64|PSLLQ|PSLLQ_MMXq_IMMb|MMX|['MMX']|mm, imm8|__m64|__m64,int,
463|_mm_sra_pi16|PSRAW|PSRAW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
464|_mm_srai_pi16|PSRAW|PSRAW_MMXq_IMMb|MMX|['MMX']|mm, imm8|__m64|__m64,int,
465|_mm_sra_pi32|PSRAD|PSRAD_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
466|_mm_srai_pi32|PSRAD|PSRAD_MMXq_IMMb|MMX|['MMX']|mm, imm8|__m64|__m64,int,
467|_mm_srl_pi16|PSRLW|PSRLW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
468|_mm_srli_pi16|PSRLW|PSRLW_MMXq_IMMb|MMX|['MMX']|mm, imm8|__m64|__m64,int,
469|_mm_srl_pi32|PSRLD|PSRLD_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
470|_mm_srli_pi32|PSRLD|PSRLD_MMXq_IMMb|MMX|['MMX']|mm, imm8|__m64|__m64,int,
471|_mm_srl_si64|PSRLQ|PSRLQ_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
472|_mm_srli_si64|PSRLQ|PSRLQ_MMXq_IMMb|MMX|['MMX']|mm, imm8|__m64|__m64,int,
473|_mm_and_si64|PAND|PAND_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
474|_mm_andnot_si64|PANDN|PANDN_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
475|_mm_or_si64|POR|POR_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
476|_mm_xor_si64|PXOR|PXOR_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
477|_mm_cmpeq_pi8|PCMPEQB|PCMPEQB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
478|_mm_cmpeq_pi16|PCMPEQW|PCMPEQW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
479|_mm_cmpeq_pi32|PCMPEQD|PCMPEQD_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
480|_mm_cmpgt_pi8|PCMPGTB|PCMPGTB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
481|_mm_cmpgt_pi16|PCMPGTW|PCMPGTW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
482|_mm_cmpgt_pi32|PCMPGTD|PCMPGTD_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
483|_mm_cvtsi32_si64|MOVD|MOVD_MMXq_GPR32|MMX|['MMX']|mm, r32|__m64|int,
484|_mm_cvtsi64_si32|MOVD|MOVD_GPR32_MMXd|MMX|['MMX']|r32, mm|int|__m64,
485|_mm_cvtm64_si64|MOVQ|MOVQ_GPR64_MMXq|MMX|['MMX']|r64, mm|__int64|__m64,
486|_mm_cvtsi64_m64|MOVQ|MOVQ_MMXq_GPR64|MMX|['MMX']|mm, r64|__m64|__int64,
487|_mm_setzero_si64|PXOR|PXOR_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|void,
488|_mm_set_pi32|seq|seq|MMX|['MMX']||__m64|int,int,
489|_mm_set_pi16|seq|seq|MMX|['MMX']||__m64|short,short,short,short,
490|_mm_set_pi8|seq|seq|MMX|['MMX']||__m64|char,char,char,char,char,char,char,char,
491|_mm_set1_pi32|seq|seq|MMX|['MMX']||__m64|int,
492|_mm_set1_pi16|seq|seq|MMX|['MMX']||__m64|short,
493|_mm_set1_pi8|seq|seq|MMX|['MMX']||__m64|char,
494|_mm_setr_pi32|seq|seq|MMX|['MMX']||__m64|int,int,
495|_mm_setr_pi16|seq|seq|MMX|['MMX']||__m64|short,short,short,short,
496|_mm_setr_pi8|seq|seq|MMX|['MMX']||__m64|char,char,char,char,char,char,char,char,
497|_mm_packs_pi16|PACKSSWB|PACKSSWB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
498|_mm_packs_pi32|PACKSSDW|PACKSSDW_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
499|_mm_packs_pu16|PACKUSWB|PACKUSWB_MMXq_MMXq|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
500|_mm_unpackhi_pi8|PUNPCKHBW|PUNPCKHBW_MMXq_MMXd|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
501|_mm_unpackhi_pi16|PUNPCKLBW|PUNPCKLBW_MMXq_MMXd|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
502|_mm_unpackhi_pi32|PUNPCKHDQ|PUNPCKHDQ_MMXq_MMXd|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
503|_mm_unpacklo_pi8|PUNPCKLBW|PUNPCKLBW_MMXq_MMXd|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
504|_mm_unpacklo_pi16|PUNPCKLWD|PUNPCKLWD_MMXq_MMXd|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
505|_mm_unpacklo_pi32|PUNPCKLDQ|PUNPCKLDQ_MMXq_MMXd|MMX|['MMX']|mm, mm|__m64|__m64,__m64,
506|_MM_TRANSPOSE4_PS|seq|seq|SSE|['SSE']||void|__m128,__m128,__m128,__m128,
507|_mm_getcsr|STMXCSR|STMXCSR_MEMd|SSE|['SSE']|m32|unsigned int|void,
508|_mm_setcsr|LDMXCSR|LDMXCSR_MEMd|SSE|['SSE']|m32|void|unsigned int,
509|_MM_GET_EXCEPTION_STATE|||SSE|['SSE']||unsigned int|
510|_MM_SET_EXCEPTION_STATE|||SSE|['SSE']||void|unsigned int,
511|_MM_GET_EXCEPTION_MASK|||SSE|['SSE']||unsigned int|
512|_MM_SET_EXCEPTION_MASK|||SSE|['SSE']||void|unsigned int,
513|_MM_GET_ROUNDING_MODE|||SSE|['SSE']||unsigned int|
514|_MM_SET_ROUNDING_MODE|||SSE|['SSE']||void|unsigned int,
515|_MM_GET_FLUSH_ZERO_MODE|||SSE|['SSE']||unsigned int|
516|_MM_SET_FLUSH_ZERO_MODE|||SSE|['SSE']||void|unsigned int,
517|_mm_prefetch|PREFETCHT2|PREFETCHT2_MEMmprefetch|SSE|['SSE']|m8|void|char const*,int,
518|_mm_sfence|SFENCE|SFENCE|SSE|['SSE']||void|void,
519|_mm_max_pi16|PMAXSW|PMAXSW_MMXq_MMXq|SSE|['SSE']|mm, mm|__m64|__m64,__m64,
520|_m_pmaxsw|PMAXSW|PMAXSW_MMXq_MMXq|SSE|['SSE']|mm, mm|__m64|__m64,__m64,
521|_mm_max_pu8|PMAXUB|PMAXUB_MMXq_MMXq|SSE|['SSE']|mm, mm|__m64|__m64,__m64,
522|_m_pmaxub|PMAXUB|PMAXUB_MMXq_MMXq|SSE|['SSE']|mm, mm|__m64|__m64,__m64,
523|_mm_min_pi16|PMINSW|PMINSW_MMXq_MMXq|SSE|['SSE']|mm, mm|__m64|__m64,__m64,
524|_m_pminsw|PMINSW|PMINSW_MMXq_MMXq|SSE|['SSE']|mm, mm|__m64|__m64,__m64,
525|_mm_min_pu8|PMINUB|PMINUB_MMXq_MMXq|SSE|['SSE']|mm, mm|__m64|__m64,__m64,
526|_m_pminub|PMINUB|PMINUB_MMXq_MMXq|SSE|['SSE']|mm, mm|__m64|__m64,__m64,
527|_mm_mulhi_pu16|PMULHUW|PMULHUW_MMXq_MMXq|SSE|['SSE']|mm, mm|__m64|__m64,__m64,
528|_m_pmulhuw|PMULHUW|PMULHUW_MMXq_MMXq|SSE|['SSE']|mm, mm|__m64|__m64,__m64,
529|_mm_avg_pu8|PAVGB|PAVGB_MMXq_MMXq|SSE|['SSE']|mm, mm|__m64|__m64,__m64,
530|_m_pavgb|PAVGB|PAVGB_MMXq_MMXq|SSE|['SSE']|mm, mm|__m64|__m64,__m64,
531|_mm_avg_pu16|PAVGW|PAVGW_MMXq_MMXq|SSE|['SSE']|mm, mm|__m64|__m64,__m64,
532|_m_pavgw|PAVGW|PAVGW_MMXq_MMXq|SSE|['SSE']|mm, mm|__m64|__m64,__m64,
533|_mm_sad_pu8|PSADBW|PSADBW_MMXq_MMXq|SSE|['SSE']|mm, mm|__m64|__m64,__m64,
534|_m_psadbw|PSADBW|PSADBW_MMXq_MMXq|SSE|['SSE']|mm, mm|__m64|__m64,__m64,
535|_mm_cvtsi32_ss|CVTSI2SS|CVTSI2SS_XMMss_GPR32d|SSE|['SSE']|xmm, r32|__m128|__m128,int,
536|_mm_cvt_si2ss|CVTSI2SS|CVTSI2SS_XMMss_GPR32d|SSE|['SSE']|xmm, r32|__m128|__m128,int,
537|_mm_cvtsi64_ss|CVTSI2SS|CVTSI2SS_XMMss_GPR64q|SSE|['SSE']|xmm, r64|__m128|__m128,__int64,
538|_mm_cvtpi32_ps|CVTPI2PS|CVTPI2PS_XMMq_MMXq|SSE|['SSE']|xmm, mm|__m128|__m128,__m64,
539|_mm_cvt_pi2ps|CVTPI2PS|CVTPI2PS_XMMq_MMXq|SSE|['SSE']|xmm, mm|__m128|__m128,__m64,
540|_mm_cvtpi16_ps|seq|seq|SSE|['SSE']||__m128|__m64,
541|_mm_cvtpu16_ps|seq|seq|SSE|['SSE']||__m128|__m64,
542|_mm_cvtpi8_ps|seq|seq|SSE|['SSE']||__m128|__m64,
543|_mm_cvtpu8_ps|seq|seq|SSE|['SSE']||__m128|__m64,
544|_mm_cvtpi32x2_ps|seq|seq|SSE|['SSE']||__m128|__m64,__m64,
545|_mm_stream_pi|MOVNTQ|MOVNTQ_MEMq_MMXq|SSE|['SSE']|m64, mm|void|__m64*,__m64,
546|_mm_maskmove_si64|MASKMOVQ|MASKMOVQ_MMXq_MMXq|SSE|['SSE']|mm, mm|void|__m64,__m64,char*,
547|_m_maskmovq|MASKMOVQ|MASKMOVQ_MMXq_MMXq|SSE|['SSE']|mm, mm|void|__m64,__m64,char*,
548|_mm_extract_pi16|PEXTRW|PEXTRW_GPR32_MMXq_IMMb|SSE|['SSE']|r32, mm, imm8|int|__m64,int,
549|_m_pextrw|PEXTRW|PEXTRW_GPR32_MMXq_IMMb|SSE|['SSE']|r32, mm, imm8|int|__m64,int,
550|_mm_insert_pi16|PINSRW|PINSRW_MMXq_GPR32_IMMb|SSE|['SSE']|mm, r32, imm8|__m64|__m64,int,int,
551|_m_pinsrw|PINSRW|PINSRW_MMXq_GPR32_IMMb|SSE|['SSE']|mm, r32, imm8|__m64|__m64,int,int,
552|_mm_movemask_pi8|PMOVMSKB|PMOVMSKB_GPR32_MMXq|SSE|['SSE']|r32, mm|int|__m64,
553|_m_pmovmskb|PMOVMSKB|PMOVMSKB_GPR32_MMXq|SSE|['SSE']|r32, mm|int|__m64,
554|_mm_shuffle_pi16|PSHUFW|PSHUFW_MMXq_MMXq_IMMb|SSE|['SSE']|mm, mm, imm8|__m64|__m64,int,
555|_m_pshufw|PSHUFW|PSHUFW_MMXq_MMXq_IMMb|SSE|['SSE']|mm, mm, imm8|__m64|__m64,int,
556|_mm_add_ss|ADDSS|ADDSS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
557|_mm_add_ps|ADDPS|ADDPS_XMMps_XMMps|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
558|_mm_sub_ss|SUBSS|SUBSS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
559|_mm_sub_ps|SUBPS|SUBPS_XMMps_XMMps|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
560|_mm_mul_ss|MULSS|MULSS_XMMss_XMMss|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
561|_mm_mul_ps|MULPS|MULPS_XMMps_XMMps|SSE|['SSE']|xmm, xmm|__m128|__m128,__m128,
